scenario,value,policy,n_seed,p_c6_viol_mean,p_c6_viol_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std
f_scale,0.4,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.4,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.4,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.4,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.4,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.4,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
f_scale,0.4,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.6,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.6,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.6,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.6,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.6,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.6,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
f_scale,0.6,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.8,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.8,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.8,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.8,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.8,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,0.8,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
f_scale,0.8,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.0,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.0,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.0,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
f_scale,1.0,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
f_scale,1.2,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
f_scale,1.4,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,5.0,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,10.0,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,15.0,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,20.0,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,Full,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,IQL,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,No-EVT,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,25.0,Stand-alone MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,30.0,Full,5,0.4,0.48989794855663565,0.4,0.48989794855663565,0.3666666666666667,0.4491968140779471
user_num,30.0,IQL,5,0.98,0.01632993161855452,0.8333333333333334,0.02108185106778919,0.7866666666666667,0.01632993161855452
user_num,30.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,30.0,No-EVT,5,1.0,0.0,0.9666666666666667,0.029814239699997188,0.8933333333333333,0.06463573143221771
user_num,30.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,30.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,30.0,Stand-alone MEC,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,35.0,Full,5,1.0,0.0,0.9828571428571429,0.022857142857142864,0.84,0.05299210568854684
user_num,35.0,IQL,5,0.9885714285714285,0.013997084244475308,0.8457142857142858,0.022857142857142815,0.7771428571428571,0.021380899352993955
user_num,35.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,35.0,No-EVT,5,0.9942857142857143,0.011428571428571432,0.9771428571428571,0.021380899352993955,0.8971428571428571,0.06414269805898183
user_num,35.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,35.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,35.0,Stand-alone MEC,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,40.0,Full,5,1.0,0.0,0.955,0.018708286933869687,0.86,0.030000000000000027
user_num,40.0,IQL,5,0.99,0.012247448713915901,0.82,0.02915475947422648,0.755,0.036742346141747706
user_num,40.0,Lyapunov-Greedy,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,40.0,No-EVT,5,1.0,0.0,0.975,0.02738612787525829,0.875,0.022360679774997918
user_num,40.0,Non-MEC,5,0.0,0.0,0.0,0.0,0.0,0.0
user_num,40.0,Random,5,1.0,0.0,1.0,0.0,1.0,0.0
user_num,40.0,Stand-alone MEC,5,1.0,0.0,1.0,0.0,1.0,0.0
